,index,id,amount_tsh,date_recorded,funder,gps_height,installer,wpt_name,num_private,basin,subvillage,region,region_code,district_code,lga,ward,population,public_meeting,recorded_by,scheme_management,scheme_name,permit,construction_year,extraction_type,extraction_type_group,extraction_type_class,management,management_group,payment,payment_type,water_quality,quality_group,quantity,quantity_group,source,source_type,source_class,waterpoint_type,waterpoint_type_group,latitude,longitude
1052,35118,70578,0.0,2013-01-22,Dwsp,0,DWE,Nyang'Wina,0,Lake Victoria,Madukani,Shinyanga,17,1,Bariadi,Kinang'weli,0,,GeoData Consultants Ltd,WUG,,False,0,nira/tanira,nira/tanira,handpump,wug,user-group,unknown,unknown,soft,good,dry,dry,shallow well,shallow well,groundwater,hand pump,hand pump,-2.6726957000000002,34.435503984842775
1053,35194,21742,0.0,2013-01-19,Dwsp,0,DWE,Mtakuja,0,Lake Victoria,Mlimani,Shinyanga,17,1,Bariadi,Sapiwi,0,True,GeoData Consultants Ltd,WUG,,False,0,nira/tanira,nira/tanira,handpump,wug,user-group,never pay,never pay,soft,good,insufficient,insufficient,shallow well,shallow well,groundwater,hand pump,hand pump,-2.6726957000000002,34.435503984842775
1054,35206,63224,0.0,2011-08-08,Hesawa,0,Hesawa,Kituo Cha Afya,0,Lake Victoria,Bupamba,Mwanza,19,6,Geita,Kharumwa,0,True,GeoData Consultants Ltd,VWC,,True,0,swn 80,swn 80,handpump,vwc,user-group,unknown,unknown,unknown,unknown,dry,dry,shallow well,shallow well,groundwater,hand pump,hand pump,-2.3260779,31.858254294902203
1055,35251,24289,0.0,2011-08-10,Hesawa,0,DWE,Nyapi,0,Lake Victoria,Budenge,Mwanza,19,6,Geita,Bukwimba,0,True,GeoData Consultants Ltd,VWC,,True,0,nira/tanira,nira/tanira,handpump,vwc,user-group,never pay,never pay,soft,good,insufficient,insufficient,shallow well,shallow well,groundwater,hand pump,hand pump,-2.3260779,31.858254294902203
1056,35276,56924,0.0,2012-11-06,Government Of Tanzania,0,RWE,Hospital,0,Lake Victoria,Igalukilo,Mwanza,19,2,Magu,Igalukilo,0,True,GeoData Consultants Ltd,VWC,Kalemela Water Supply,True,0,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,insufficient,insufficient,lake,river/lake,surface,communal standpipe multiple,communal standpipe,-17.8092173,-63.3387606
1057,35294,62732,0.0,2012-10-27,Dwsp,0,DWE,Nyamishishi,0,Lake Victoria,Mwasabale,Shinyanga,17,1,Bariadi,Kasoli,0,,GeoData Consultants Ltd,WUG,,False,0,nira/tanira,nira/tanira,handpump,wug,user-group,unknown,unknown,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,-2.6726957000000002,34.435503984842775
1058,35302,14356,0.0,2011-07-27,Tasaf,0,TASAF,N/Center,0,Lake Victoria,Kati Center,Mwanza,19,6,Geita,Lubanga,0,True,GeoData Consultants Ltd,VWC,Borehole,True,0,india mark ii,india mark ii,handpump,vwc,user-group,never pay,never pay,soft,good,insufficient,insufficient,machine dbh,borehole,groundwater,hand pump,hand pump,-2.3260779,31.858254294902203
1059,35317,5945,0.0,2013-01-23,World Vision,0,World Vision,Ujirani Mwema,0,Lake Victoria,Sato,Shinyanga,17,1,Bariadi,Mbita,0,,GeoData Consultants Ltd,WUG,,False,0,nira/tanira,nira/tanira,handpump,wug,user-group,unknown,unknown,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,-2.6726957000000002,34.435503984842775
1060,35321,45784,0.0,2013-02-02,Rwssp,0,DWE,Fagilia,0,Lake Victoria,Mwamurugushida,Shinyanga,17,1,Bariadi,Bumera,0,True,GeoData Consultants Ltd,WUG,,False,0,nira/tanira,nira/tanira,handpump,wug,user-group,pay when scheme fails,on failure,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,-2.6726957000000002,34.435503984842775
1061,35355,19359,0.0,2012-11-04,Ridep,0,DWE,Nganda,0,Lake Victoria,Shuleni,Mwanza,19,2,Magu,Mkula,0,True,GeoData Consultants Ltd,,,True,0,other,other,other,vwc,user-group,never pay,never pay,soft,good,dry,dry,shallow well,shallow well,groundwater,hand pump,hand pump,-17.8092173,-63.3387606
1062,35440,72632,0.0,2012-10-27,Dwsp,0,DWE,Nyamilungu,0,Lake Victoria,Italinono,Shinyanga,17,1,Bariadi,Kasoli,0,,GeoData Consultants Ltd,WUG,,False,0,nira/tanira,nira/tanira,handpump,wug,user-group,unknown,unknown,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,-2.6726957000000002,34.435503984842775
1063,35456,20375,0.0,2012-10-25,Government Of Tanzania,0,Government,Kwa Kadinda,0,Lake Victoria,Nyang'Anga A,Mwanza,19,2,Magu,Mwananyili,0,True,GeoData Consultants Ltd,VWC,Nyang'hanga,True,0,mono,mono,motorpump,vwc,user-group,pay per bucket,per bucket,soft,good,enough,enough,machine dbh,borehole,groundwater,communal standpipe multiple,communal standpipe,-17.8092173,-63.3387606
1064,35458,70785,0.0,2013-01-28,Dwsp,0,DWE,Dodoma,0,Lake Victoria,Mwalushu A,Shinyanga,17,1,Bariadi,Nkoma,0,False,GeoData Consultants Ltd,WUG,,False,0,other,other,other,wug,user-group,never pay,never pay,unknown,unknown,dry,dry,other,other,unknown,other,other,-2.6726957000000002,34.435503984842775
1065,35464,59608,0.0,2013-02-02,Rwssp,0,DWE,Idoselo,0,Lake Victoria,Mwakasanda,Shinyanga,17,1,Bariadi,Bumera,0,True,GeoData Consultants Ltd,WUG,,False,0,nira/tanira,nira/tanira,handpump,wug,user-group,never pay,never pay,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,-2.6726957000000002,34.435503984842775
1066,35475,3772,0.0,2012-10-28,Hesawa,0,DWE,Kwa Bonda,0,Lake Victoria,Mwapindu,Mwanza,19,2,Magu,Nyaluhande,0,True,GeoData Consultants Ltd,VWC,,True,0,nira/tanira,nira/tanira,handpump,vwc,user-group,never pay,never pay,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,-17.8092173,-63.3387606
1067,35483,29002,0.0,2013-02-15,Dwsp,0,DWE,Ngwagiti,0,Lake Victoria,Ngwagiti,Shinyanga,17,1,Bariadi,Somanda,0,True,GeoData Consultants Ltd,WUG,,False,0,nira/tanira,nira/tanira,handpump,wug,user-group,never pay,never pay,soft,good,insufficient,insufficient,shallow well,shallow well,groundwater,hand pump,hand pump,-2.6726957000000002,34.435503984842775
1068,35560,24213,0.0,2013-02-27,Dwssp,0,DWE,Madili,0,Lake Victoria,Mbugani,Shinyanga,17,1,Bariadi,Nkololo,0,True,GeoData Consultants Ltd,WUG,,False,0,nira/tanira,nira/tanira,handpump,wug,user-group,never pay,never pay,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,-2.6726957000000002,34.435503984842775
1069,35574,1764,0.0,2011-08-01,Government Of Tanzania,0,Government,Ndobo,0,Lake Victoria,Ibambila,Mwanza,19,6,Geita,Nyang'hwale,0,True,GeoData Consultants Ltd,VWC,Nyang'hwale,True,0,submersible,submersible,submersible,vwc,user-group,unknown,unknown,unknown,unknown,dry,dry,machine dbh,borehole,groundwater,communal standpipe multiple,communal standpipe,-2.3260779,31.858254294902203
1070,35586,25970,0.0,2013-01-31,Wvt,0,WVT,Simba,0,Lake Victoria,Mwaludelega,Shinyanga,17,1,Bariadi,Chinamili,0,True,GeoData Consultants Ltd,WUG,,False,0,nira/tanira,nira/tanira,handpump,wug,user-group,other,other,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,-2.6726957000000002,34.435503984842775
1071,35608,10614,0.0,2011-08-10,Tasaf,0,TASAF,Magaya,0,Lake Victoria,Nyerere,Mwanza,19,6,Geita,Nyugwa,0,True,GeoData Consultants Ltd,VWC,Borehole,True,0,india mark ii,india mark ii,handpump,vwc,user-group,never pay,never pay,soft,good,insufficient,insufficient,machine dbh,borehole,groundwater,hand pump,hand pump,-2.3260779,31.858254294902203
1072,35661,55272,0.0,2013-02-05,Dwssp,0,DWE,Mabatini,0,Lake Victoria,Mwamurugushida,Shinyanga,17,1,Bariadi,Bumera,0,True,GeoData Consultants Ltd,WUG,,False,0,swn 80,swn 80,handpump,wug,user-group,unknown,unknown,soft,good,insufficient,insufficient,shallow well,shallow well,groundwater,hand pump,hand pump,-2.6726957000000002,34.435503984842775
1073,35673,31717,0.0,2012-10-29,Hesawa,0,DWE,Kwahuma,0,Lake Victoria,Nyamatala,Mwanza,19,2,Magu,Malili,0,True,GeoData Consultants Ltd,,,True,0,other,other,other,vwc,user-group,never pay,never pay,soft,good,insufficient,insufficient,shallow well,shallow well,groundwater,other,other,-17.8092173,-63.3387606
1074,35693,73268,0.0,2013-01-20,Dwsp,0,DWE,Upendo Wa Mungu,0,Lake Victoria,Mwamunhu A,Shinyanga,17,1,Bariadi,Nkoma,0,True,GeoData Consultants Ltd,WUG,,False,0,swn 80,swn 80,handpump,wug,user-group,never pay,never pay,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,-2.6726957000000002,34.435503984842775
1075,35759,42920,0.0,2011-08-21,Jica,0,JICA,Bombani,0,Lake Victoria,Kigala,Mwanza,19,6,Geita,Katoro,0,True,GeoData Consultants Ltd,VWC,Borehole,True,0,afridev,afridev,handpump,vwc,user-group,pay annually,annually,soft,good,insufficient,insufficient,machine dbh,borehole,groundwater,hand pump,hand pump,-2.3260779,31.858254294902203
1076,35822,3459,0.0,2011-08-24,,0,,Ngelela,0,Lake Victoria,Custom,Mwanza,19,6,Geita,Chigunga,0,True,GeoData Consultants Ltd,VWC,Nungwe,True,0,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,spring,spring,groundwater,hand pump,hand pump,-2.3260779,31.858254294902203
1077,35832,21238,0.0,2013-02-01,Rwssp,0,DWE,Jisesa,0,Lake Victoria,Mwabarobi,Shinyanga,17,1,Bariadi,Nkololo,0,True,GeoData Consultants Ltd,WUG,,False,0,nira/tanira,nira/tanira,handpump,wug,user-group,never pay,never pay,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,-2.6726957000000002,34.435503984842775
1078,35888,3727,0.0,2011-08-11,Government Of Tanzania,0,Government,Galila,0,Lake Tanganyika,Bulyasungwi,Mwanza,19,6,Geita,Kafita,0,True,GeoData Consultants Ltd,VWC,Nyamtukuza,True,0,ksb,submersible,submersible,vwc,user-group,unknown,unknown,unknown,unknown,dry,dry,lake,river/lake,surface,communal standpipe multiple,communal standpipe,-2.3260779,31.858254294902203
1079,35920,3854,0.0,2012-10-26,Holland,0,HOLLAND,Jamii,0,Lake Victoria,Habare,Mwanza,17,1,Magu,Nkungulu,0,,GeoData Consultants Ltd,WUG,,False,0,swn 80,swn 80,handpump,wug,user-group,unknown,unknown,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,-17.8092173,-63.3387606
1080,35925,27903,0.0,2011-07-30,Hesawa,0,DWE,Bombani,0,Lake Victoria,Mwabasabi,Mwanza,19,6,Geita,Kasamwa,0,True,GeoData Consultants Ltd,VWC,,True,0,nira/tanira,nira/tanira,handpump,vwc,user-group,never pay,never pay,unknown,unknown,dry,dry,shallow well,shallow well,groundwater,hand pump,hand pump,-2.3260779,31.858254294902203
1081,35937,72104,0.0,2012-11-04,Unicef,0,DWE,School,0,Lake Victoria,Shuleni,Mwanza,19,2,Magu,Mkula,0,True,GeoData Consultants Ltd,,,True,0,gravity,gravity,gravity,other,other,never pay,never pay,soft,good,insufficient,insufficient,rainwater harvesting,rainwater harvesting,surface,other,other,-17.8092173,-63.3387606
1082,35952,49319,0.0,2011-08-22,Hesawa,0,DWE,Bombani,0,Lake Victoria,Ludete,Mwanza,19,6,Geita,Katoro,0,True,GeoData Consultants Ltd,VWC,Katoro,True,0,nira/tanira,nira/tanira,handpump,vwc,user-group,pay per bucket,per bucket,soft,good,insufficient,insufficient,shallow well,shallow well,groundwater,hand pump,hand pump,-2.3260779,31.858254294902203
1083,35995,41731,0.0,2013-02-21,Wvt,0,WVT,Iyegelo,0,Lake Victoria,Mwamili,Shinyanga,17,1,Bariadi,Lagangabilili,0,True,GeoData Consultants Ltd,WUG,,False,0,nira/tanira,nira/tanira,handpump,wug,user-group,never pay,never pay,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,-2.6726957000000002,34.435503984842775
1084,36000,55752,0.0,2011-08-12,Hesawa,0,DWE,Itetemia Primary,0,Lake Tanganyika,Lulindye,Mwanza,19,6,Geita,Mwingiro,0,True,GeoData Consultants Ltd,VWC,,True,0,nira/tanira,nira/tanira,handpump,vwc,user-group,never pay,never pay,soft,good,insufficient,insufficient,shallow well,shallow well,groundwater,hand pump,hand pump,-2.3260779,31.858254294902203
1085,36007,46027,0.0,2013-02-04,Dwsp,0,DWE,Mkombozi,0,Lake Victoria,Mwabung'Ando,Shinyanga,17,1,Bariadi,Sakwe,0,False,GeoData Consultants Ltd,WUG,,False,0,swn 80,swn 80,handpump,wug,user-group,never pay,never pay,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,-2.6726957000000002,34.435503984842775
1086,36015,18475,0.0,2012-10-27,Lwi,0,LWI,Muungano B,0,Lake Victoria,Ikungulyambeshi,Shinyanga,17,1,Bariadi,Kasoli,0,,GeoData Consultants Ltd,WUG,,False,0,india mark ii,india mark ii,handpump,wug,user-group,unknown,unknown,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,-2.6726957000000002,34.435503984842775
1087,36069,73749,0.0,2011-08-02,Hesawa,0,Hesawa,Nyanza,0,Lake Victoria,Mjini,Mwanza,19,6,Geita,Nyang'hwale,0,True,GeoData Consultants Ltd,VWC,,True,0,other,other,other,vwc,user-group,unknown,unknown,unknown,unknown,dry,dry,shallow well,shallow well,groundwater,other,other,-2.3260779,31.858254294902203
1088,36098,73387,0.0,2011-08-01,Hasawa,0,Hesawa,Bombani,0,Lake Victoria,Nyang'Hulukulu,Mwanza,19,6,Geita,Nyang'hwale,0,True,GeoData Consultants Ltd,VWC,,True,0,other,other,other,vwc,user-group,unknown,unknown,unknown,unknown,dry,dry,shallow well,shallow well,groundwater,other,other,-2.3260779,31.858254294902203
1089,36173,38248,0.0,2013-01-29,Dwsp,0,DWE,Mwamayenze,0,Lake Victoria,Mwamayenze,Shinyanga,17,1,Bariadi,Mhunze,0,True,GeoData Consultants Ltd,WUG,,False,0,nira/tanira,nira/tanira,handpump,wug,user-group,other,other,soft,good,insufficient,insufficient,shallow well,shallow well,groundwater,hand pump,hand pump,-2.6726957000000002,34.435503984842775
1090,36205,65265,0.0,2013-02-15,Dwsp,0,DWE,Supalusaka,0,Lake Victoria,Lusaka,Shinyanga,17,1,Bariadi,Somanda,0,True,GeoData Consultants Ltd,WUG,,False,0,nira/tanira,nira/tanira,handpump,wug,user-group,never pay,never pay,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,-2.6726957000000002,34.435503984842775
1091,36209,32236,0.0,2013-02-01,Dwsp,0,DWE,Mbugani,0,Lake Victoria,Mwamashunula,Shinyanga,17,1,Bariadi,Sakwe,0,,GeoData Consultants Ltd,WUG,,False,0,swn 80,swn 80,handpump,wug,user-group,unknown,unknown,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,-2.6726957000000002,34.435503984842775
1092,36217,2328,0.0,2011-08-06,Government Of Tanzania,0,Government,Bombani,0,Lake Victoria,Nyamtukuza,Mwanza,19,6,Geita,Kakora,0,True,GeoData Consultants Ltd,VWC,Nyamtukuza,True,0,ksb,submersible,submersible,vwc,user-group,unknown,unknown,unknown,unknown,dry,dry,lake,river/lake,surface,communal standpipe multiple,communal standpipe,-2.3260779,31.858254294902203
1093,36258,17337,0.0,2013-02-02,Rwssp,0,DWE,Mtakuja,0,Lake Victoria,Mwamurugushida,Shinyanga,17,1,Bariadi,Bumera,0,True,GeoData Consultants Ltd,WUG,,False,0,nira/tanira,nira/tanira,handpump,wug,user-group,never pay,never pay,salty abandoned,salty,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,-2.6726957000000002,34.435503984842775
1094,36292,2625,0.0,2012-11-06,Hesawa,0,DWE,Kwamusa,0,Lake Victoria,Mwamungoya,Mwanza,19,2,Magu,Igalukilo,0,True,GeoData Consultants Ltd,,,True,0,nira/tanira,nira/tanira,handpump,vwc,user-group,pay when scheme fails,on failure,soft,good,insufficient,insufficient,shallow well,shallow well,groundwater,hand pump,hand pump,-17.8092173,-63.3387606
1095,36301,34492,0.0,2013-01-20,Dwsp,0,DWE,Mama Huruma,0,Lake Victoria,Kasororo,Shinyanga,17,1,Bariadi,Nkoma,0,False,GeoData Consultants Ltd,WUG,,False,0,other,other,other,wug,user-group,never pay,never pay,unknown,unknown,insufficient,insufficient,shallow well,shallow well,groundwater,other,other,-2.6726957000000002,34.435503984842775
1096,36304,4408,0.0,2013-02-22,Holland,0,HOLLAND,Jamii,0,Lake Victoria,Mwakisasi,Shinyanga,17,1,Bariadi,Chinamili,0,False,GeoData Consultants Ltd,Parastatal,,False,0,swn 80,swn 80,handpump,parastatal,parastatal,never pay,never pay,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,-2.6726957000000002,34.435503984842775
1097,36339,42515,0.0,2011-08-07,Government Of Tanzania,0,Government,Elias,0,Lake Victoria,Bugunga,Mwanza,19,6,Geita,Kakora,0,True,GeoData Consultants Ltd,VWC,Nyamtukuza,True,0,ksb,submersible,submersible,vwc,user-group,unknown,unknown,unknown,unknown,dry,dry,lake,river/lake,surface,communal standpipe multiple,communal standpipe,-2.3260779,31.858254294902203
1098,36430,14138,0.0,2012-10-13,Hesawa,0,DWE,Kwamusa,0,Lake Victoria,Matongo,Mwanza,19,2,Magu,Igalukilo,0,True,GeoData Consultants Ltd,,,True,0,nira/tanira,nira/tanira,handpump,vwc,user-group,pay monthly,monthly,soft,good,insufficient,insufficient,shallow well,shallow well,groundwater,hand pump,hand pump,-17.8092173,-63.3387606
1099,36431,32726,0.0,2013-01-27,Dwsp,0,DWE,Ihabipiha,0,Lake Victoria,Mwamuhuba,Shinyanga,17,1,Bariadi,Lugulu,0,,GeoData Consultants Ltd,WUG,,False,0,swn 80,swn 80,handpump,wug,user-group,unknown,unknown,soft,good,dry,dry,shallow well,shallow well,groundwater,hand pump,hand pump,-2.6726957000000002,34.435503984842775
1100,36581,34471,0.0,2013-02-01,Dwsp,0,DWE,Cairo,0,Lake Victoria,Madukani,Shinyanga,17,1,Bariadi,Sakwe,0,,GeoData Consultants Ltd,WUG,,False,0,other,other,other,wug,user-group,unknown,unknown,soft,good,enough,enough,shallow well,shallow well,groundwater,other,other,-2.6726957000000002,34.435503984842775
1101,36607,69689,0.0,2012-10-24,Dwsp,0,DWE,Muungano,0,Lake Victoria,Galuwa,Shinyanga,17,1,Bariadi,Nyakabindi,0,True,GeoData Consultants Ltd,WUG,,False,0,swn 80,swn 80,handpump,wug,user-group,other,other,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,-2.6726957000000002,34.435503984842775
1102,36617,10229,0.0,2013-01-26,Dwsp,0,DWE,Tanganyika,0,Lake Victoria,Kidalimanda A,Shinyanga,17,1,Bariadi,Lugulu,0,,GeoData Consultants Ltd,WUG,,False,0,nira/tanira,nira/tanira,handpump,wug,user-group,unknown,unknown,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,-2.6726957000000002,34.435503984842775
1103,36709,51366,0.0,2013-02-16,Dwsp,0,DWE,Maendeleo,0,Lake Victoria,Magua,Mwanza,17,1,Magu,Nkungulu,0,,GeoData Consultants Ltd,WUG,,False,0,nira/tanira,nira/tanira,handpump,wug,user-group,unknown,unknown,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,-17.8092173,-63.3387606
1104,36720,66961,0.0,2011-07-18,Wvt,0,WVT,Matale,0,Lake Victoria,Ndolelezi,Shinyanga,17,1,Bariadi,Chinamili,0,True,GeoData Consultants Ltd,WUG,,False,0,nira/tanira,nira/tanira,handpump,wug,user-group,other,other,salty abandoned,salty,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,-2.6726957000000002,34.435503984842775
1105,36859,52094,0.0,2013-01-31,Wvt,0,WVT,Bangiri,0,Lake Victoria,Kisabo,Shinyanga,17,1,Bariadi,Chinamili,0,False,GeoData Consultants Ltd,WUG,,False,0,nira/tanira,nira/tanira,handpump,wug,user-group,other,other,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,-2.6726957000000002,34.435503984842775
1106,36890,7820,0.0,2013-01-30,Wvt,0,WVT,Bahari,0,Lake Victoria,Nanga B,Shinyanga,17,1,Bariadi,Chinamili,0,True,GeoData Consultants Ltd,WUG,,False,0,nira/tanira,nira/tanira,handpump,wug,user-group,other,other,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,-2.6726957000000002,34.435503984842775
1107,36941,63141,0.0,2012-10-25,Government Of Tanzania,0,DWE,none,0,Lake Victoria,Nyangoko,Mwanza,19,2,Magu,Ngasamo,0,True,GeoData Consultants Ltd,,,True,0,swn 80,swn 80,handpump,vwc,user-group,never pay,never pay,soft,good,insufficient,insufficient,shallow well,shallow well,groundwater,hand pump,hand pump,-17.8092173,-63.3387606
1108,36945,41118,0.0,2013-01-22,Dwsp,0,DWE,Mwabasabi,0,Lake Victoria,Tonjamoto B,Shinyanga,17,1,Bariadi,Kinang'weli,0,,GeoData Consultants Ltd,WUG,,False,0,other,other,other,wug,user-group,unknown,unknown,soft,good,enough,enough,shallow well,shallow well,groundwater,other,other,-2.6726957000000002,34.435503984842775
1109,36960,17830,0.0,2013-02-04,Dwsp,0,DWE,Mwagindi,0,Lake Victoria,Mwamabuja,Shinyanga,17,1,Bariadi,Mhango,0,False,GeoData Consultants Ltd,WUG,,False,0,nira/tanira,nira/tanira,handpump,wug,user-group,never pay,never pay,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,-2.6726957000000002,34.435503984842775
1110,36983,3623,0.0,2011-08-10,Government Of Tanzania,0,Government,Malimi,0,Lake Victoria,B/Center,Mwanza,19,6,Geita,Bukwimba,0,True,GeoData Consultants Ltd,VWC,Nyamtukuza,True,0,ksb,submersible,submersible,vwc,user-group,unknown,unknown,unknown,unknown,dry,dry,lake,river/lake,surface,communal standpipe multiple,communal standpipe,-2.3260779,31.858254294902203
1111,36987,41856,0.0,2011-08-04,Hesawa,0,Hesawa,Ntung'Wa,0,Lake Victoria,Busolwa Center,Mwanza,19,6,Geita,Busolwa,0,True,GeoData Consultants Ltd,VWC,,True,0,nira/tanira,nira/tanira,handpump,vwc,user-group,never pay,never pay,soft,good,insufficient,insufficient,shallow well,shallow well,groundwater,hand pump,hand pump,-2.3260779,31.858254294902203
1112,37034,9074,0.0,2013-02-14,Rwssp,0,DWE,Kidakama,0,Lake Victoria,Mwakisandu,Shinyanga,17,1,Bariadi,Somanda,0,,GeoData Consultants Ltd,WUG,,False,0,nira/tanira,nira/tanira,handpump,wug,user-group,unknown,unknown,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,-2.6726957000000002,34.435503984842775
1113,37083,65484,0.0,2013-02-02,Dwsp,0,DWE,Azimio,0,Lake Victoria,Daduga,Shinyanga,17,1,Bariadi,Sakwe,0,,GeoData Consultants Ltd,WUG,,False,0,swn 80,swn 80,handpump,wug,user-group,unknown,unknown,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,-2.6726957000000002,34.435503984842775
1114,37113,10809,0.0,2013-02-05,Dwsp,0,DWE,Mwamalale,0,Lake Victoria,Mwamalale,Shinyanga,17,1,Bariadi,Mhango,0,False,GeoData Consultants Ltd,WUG,,False,0,nira/tanira,nira/tanira,handpump,wug,user-group,never pay,never pay,salty abandoned,salty,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,-2.6726957000000002,34.435503984842775
1115,37163,69387,0.0,2011-08-12,Hesawa,0,DWE,Song'We,0,Lake Tanganyika,Buhalahala,Mwanza,19,6,Geita,Mwingiro,0,True,GeoData Consultants Ltd,VWC,,True,0,other,other,other,vwc,user-group,unknown,unknown,unknown,unknown,dry,dry,shallow well,shallow well,groundwater,other,other,-2.3260779,31.858254294902203
1116,37189,56532,0.0,2012-10-22,Dwssp,0,DWE,Juhudi,0,Lake Victoria,Mwaburuda,Shinyanga,17,1,Bariadi,Nkololo,0,True,GeoData Consultants Ltd,WUG,,False,0,nira/tanira,nira/tanira,handpump,wug,user-group,never pay,never pay,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,-2.6726957000000002,34.435503984842775
1117,37195,68431,0.0,2011-08-10,Government Of Tanzania,0,Government,Mahakamani,0,Lake Victoria,B/Center,Mwanza,19,6,Geita,Bukwimba,0,True,GeoData Consultants Ltd,VWC,Nyamtukuza,True,0,ksb,submersible,submersible,vwc,user-group,unknown,unknown,unknown,unknown,dry,dry,lake,river/lake,surface,communal standpipe multiple,communal standpipe,-2.3260779,31.858254294902203
1118,37202,16464,0.0,2011-07-26,Hesawa,0,DWE,Bombani,0,Lake Victoria,Isadukilo,Mwanza,19,6,Geita,Lubanga,0,True,GeoData Consultants Ltd,VWC,,True,0,nira/tanira,nira/tanira,handpump,vwc,user-group,never pay,never pay,soft,good,insufficient,insufficient,shallow well,shallow well,groundwater,hand pump,hand pump,-2.3260779,31.858254294902203
1119,37211,38028,0.0,2013-01-22,Dwsp,0,DWE,Sanjo,0,Lake Victoria,Pililo,Shinyanga,17,1,Bariadi,Kinang'weli,0,,GeoData Consultants Ltd,WUG,,False,0,other,other,other,wug,user-group,unknown,unknown,soft,good,enough,enough,shallow well,shallow well,groundwater,other,other,-2.6726957000000002,34.435503984842775
1120,37221,56221,0.0,2013-01-20,Dwsp,0,DWE,Ujamaa,0,Lake Victoria,Mwamapalala C,Shinyanga,17,1,Bariadi,Mwamapalala,0,True,GeoData Consultants Ltd,WUG,,False,0,swn 80,swn 80,handpump,wug,user-group,never pay,never pay,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,-2.6726957000000002,34.435503984842775
1121,37243,43464,0.0,2012-10-26,Government Of Tanzania,0,Government,Kwa Bulengela,0,Lake Victoria,Madukani,Mwanza,19,2,Magu,Badugu,0,True,GeoData Consultants Ltd,VWC,Nyaluhande,True,0,mono,mono,motorpump,vwc,user-group,never pay,never pay,soft,good,enough,enough,lake,river/lake,surface,communal standpipe,communal standpipe,-17.8092173,-63.3387606
1122,37275,59061,0.0,2012-10-05,Hesawa,0,DWE,Kwa Lucas,0,Lake Victoria,Nyanguli,Mwanza,19,2,Magu,Nyaluhande,0,True,GeoData Consultants Ltd,VWC,,True,0,nira/tanira,nira/tanira,handpump,vwc,user-group,never pay,never pay,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,-17.8092173,-63.3387606
1123,37303,44248,0.0,2011-07-18,Plan International,0,Plan Internationa,Welema,0,Lake Victoria,Shilabera,Mwanza,19,6,Geita,Kalangalala,0,True,GeoData Consultants Ltd,VWC,Tambukaleri,True,0,submersible,submersible,submersible,vwc,user-group,never pay,never pay,soft,good,insufficient,insufficient,machine dbh,borehole,groundwater,communal standpipe multiple,communal standpipe,-2.3260779,31.858254294902203
1124,37363,41419,0.0,2011-07-22,Dwsp,0,DWE,Upendo,0,Lake Victoria,Bunamhala B,Shinyanga,17,1,Bariadi,Bunamhala,0,,GeoData Consultants Ltd,WUG,,False,0,other,other,other,wug,user-group,unknown,unknown,unknown,unknown,dry,dry,shallow well,shallow well,groundwater,other,other,-2.6726957000000002,34.435503984842775
